-41309586.6211172566	  inf
-205267.5441842871	9.95031e-01
-86053.9155702995	5.80772e-01
-48552.2676735589	4.35792e-01
-29005.5250205143	4.02592e-01
-17836.6342933357	3.85061e-01
-11117.1471217762	3.76724e-01
-6746.9083991973	3.93108e-01
-3741.3452813172	4.45473e-01
-1798.4379820896	5.19307e-01
-371.7019297659	7.93320e-01
578.5220558872	2.55641e+00
1356.6739921862	1.34507e+00
1865.5992142394	3.75127e-01
2289.3628202081	2.27146e-01
2543.0378522346	1.10806e-01
2836.0889235258	1.15237e-01
2978.6581207837	5.02696e-02
3189.0408268373	7.06300e-02
3174.4133205987	4.58680e-03
3312.6710225201	4.35538e-02
3506.0493315423	5.83753e-02
3605.5414920811	2.83773e-02
3771.3743960161	4.59939e-02
3883.7900869023	2.98076e-02
4023.9525232014	3.60891e-02
4048.6165399865	6.12930e-03
4153.4740041585	2.58996e-02
4173.4092571043	4.79966e-03
4281.1860814253	2.58246e-02
4319.1644582789	8.87099e-03
4437.4814146890	2.73935e-02
4500.5522110972	1.42132e-02
4568.1238249777	1.50141e-02
4608.9539340406	8.93805e-03
4598.8921125386	2.18310e-03
4650.3772615385	1.11951e-02
4715.1984342971	1.39389e-02
4746.3607944018	6.60892e-03
4732.0808247278	3.00861e-03
4737.7423680550	1.19642e-03
4720.5817132117	3.62212e-03
4639.9059852763	1.70902e-02
4661.4944840849	4.65279e-03
4624.0263663815	8.03779e-03
4596.6161257548	5.92779e-03
4540.8068768789	1.21414e-02
4502.9252513916	8.34249e-03
4529.4891665801	5.89926e-03
4537.7695795829	1.82811e-03
4581.5481122818	9.64759e-03
4604.3486781017	4.97661e-03
4529.0855327696	1.63461e-02
4514.2940432298	3.26589e-03
4510.3019949055	8.84313e-04
4570.2219597672	1.32851e-02
4560.5028578271	2.12661e-03
4530.7860787654	6.51612e-03
4502.5458509639	6.23296e-03
4389.2570642614	2.51611e-02
4434.9968521479	1.04208e-02
4454.7708483697	4.45863e-03
4459.6271586493	1.09014e-03
4363.8275164015	2.14815e-02
4353.1682541750	2.44264e-03
4314.2734404699	8.93483e-03
4216.0400786443	2.27694e-02
4231.1896625532	3.59332e-03
4157.0879963758	1.75132e-02
4128.3399121587	6.91544e-03
3937.2343074119	4.62912e-02
4067.4264004233	3.30669e-02
4008.6311051850	1.44552e-02
3969.1790247546	9.84178e-03
3854.7003424218	2.88419e-02
3846.1263316817	2.22430e-03
3688.6551027717	4.09428e-02
3503.3857057292	5.02268e-02
3534.3669813802	8.84324e-03
3420.0155190640	3.23542e-02
3337.5725491389	2.41060e-02
3360.8338597733	6.96953e-03
3278.6720301336	2.44469e-02
3234.7341232208	1.34011e-02
3088.3677547005	4.52483e-02
3060.7886747278	8.92999e-03
2937.9043396924	4.01479e-02
2885.4357120921	1.78592e-02
2826.6493539474	2.03735e-02
2788.6185835344	1.34544e-02
2653.9282074629	4.83000e-02
2665.5936819722	4.39555e-03
2661.1219192550	1.67759e-03
2673.9062576863	4.80412e-03
2699.1368559377	9.43586e-03
2721.2837817071	8.20519e-03
2679.5723182958	1.53279e-02
2656.4768127541	8.61910e-03
2681.4115332646	9.38639e-03
2618.6380457396	2.34106e-02
2679.0622140964	2.30747e-02
2783.0465650167	3.88137e-02
2831.9139112597	1.75589e-02
2866.3919252155	1.21748e-02
2854.6983310532	4.07955e-03
2889.9650222121	1.23539e-02
2993.2555499343	3.57411e-02
2969.9460700647	7.78733e-03
2976.2745789483	2.13085e-03
3014.9028654881	1.29787e-02
3041.6143343174	8.85981e-03
2989.1988052570	1.72328e-02
3013.7308355473	8.20689e-03
2942.1511893505	2.37512e-02
2999.2423289289	1.94046e-02
2958.9207860410	1.34439e-02
3038.4794732816	2.68877e-02
2994.9865073239	1.43141e-02
3064.6328599491	2.32543e-02
3051.1494730660	4.39967e-03
3036.6141315626	4.76389e-03
2964.1046289292	2.38784e-02
2972.2263278373	2.74002e-03
2882.1983212851	3.02898e-02
2857.6636518738	8.51248e-03
2704.2735822423	5.36767e-02
2690.4544339250	5.11011e-03
2649.3090928669	1.52931e-02
2509.0309796559	5.29489e-02
2434.2738526969	2.97952e-02
2427.6962243278	2.70209e-03
2354.1758785163	3.02840e-02
2388.3923811929	1.45344e-02
2359.9039988964	1.19278e-02
2429.3695701757	2.94358e-02
2356.3950857067	3.00384e-02
2429.2023280190	3.08977e-02
2342.0940038806	3.58588e-02
2300.1226448113	1.79204e-02
2209.2854764544	3.94923e-02
2191.4270132324	8.08337e-03
2156.8117170372	1.57958e-02
2139.1549642925	8.18651e-03
2125.1588883947	6.54281e-03
2122.7103279457	1.15218e-03
2104.9639482350	8.36025e-03
2097.2286948781	3.67477e-03
1916.3136241479	8.62639e-02
1844.0933931171	3.76871e-02
1685.2366513392	8.61435e-02
1679.2887206100	3.52943e-03
1597.4589516902	4.87288e-02
1547.5378272620	3.12503e-02
1461.7148839080	5.54577e-02
1474.6403434465	8.84267e-03
1414.2120907150	4.09783e-02
1411.5929250170	1.85203e-03
1390.2778288802	1.51000e-02
1302.2386476696	6.33249e-02
1230.4243301997	5.51468e-02
1257.5615080536	2.20551e-02
1272.7569590231	1.20833e-02
1266.2773551988	5.09100e-03
1196.4220295248	5.51659e-02
1183.3905421371	1.08920e-02
1156.4798834078	2.27403e-02
1194.5478338063	3.29171e-02
1172.3451039823	1.85867e-02
1133.6922286699	3.29706e-02
1102.2849289659	2.77036e-02
1050.5745911853	4.69120e-02
917.7082971457	1.26470e-01
884.2685725050	3.64383e-02
853.6684681494	3.46050e-02
851.5266933845	2.50891e-03
868.2094646876	1.95916e-02
767.3171865306	1.16207e-01
606.4296708331	2.09675e-01
558.4861472956	7.90587e-02
504.7314174618	9.62508e-02
490.9336303503	2.73369e-02
380.5005949570	2.24945e-01
387.7053184998	1.89349e-02
326.2747905903	1.58446e-01
307.1838381239	5.85119e-02
165.8409224899	4.60125e-01
75.8383747150	5.42704e-01
-119.2016458570	2.57179e+00
-114.2690779810	4.13800e-02
-180.5053117950	5.79651e-01
-100.0839705036	4.45534e-01
-160.9583296783	6.08233e-01
-128.5194039135	2.01536e-01
-261.6623435353	1.03598e+00
-250.2555818682	4.35934e-02
-407.3775339609	6.27846e-01
-516.6303315639	2.68186e-01
-541.0843962256	4.73338e-02
-543.7214391421	4.87363e-03
-595.2213851507	9.47175e-02
-531.0118663168	1.07875e-01
