1361	0.000334	0.004162
409	0.000371	0.047707
38	0.001284	0.011867
179	0.000251	0.002687
961	0.000399	0.007600
6	0.000223	0.008681
685	0.000579	0.051149
9	0.000675	0.024269
8	0.000584	0.011573
269	0.000609	0.008826
127	0.002086	0.028783
525	0.000324	0.005748
465	0.000208	0.003032
7	0.000510	0.006584
15	0.000431	0.048803
76	0.000108	0.002772
2	0.000231	0.000025
77	0.000293	0.002727
18	0.000571	0.039514
11	0.000282	0.033860
4	0.000314	0.086919
26	0.000402	0.008458
3	0.000892	0.032422
4	0.000495	0.057919
5	0.000934	0.021600
7	0.000059	0.006939
4	0.000010	0.026325
19	0.001100	0.052136
5	0.000247	0.005936
360	0.000566	0.013313
5	0.000818	0.029600
15	0.000332	0.039669
2	0.000000	0.002500
2	0.000600	0.002500
34	0.000185	0.024354
90	0.000116	0.004459
223	0.000446	0.006548
13	0.000230	0.019567
26	0.001132	0.048216
6	0.003076	0.030722
14	0.000054	0.004307
2	0.002548	0.022500
81	0.000157	0.002865
6	0.000819	0.011389
29	0.000098	0.003823
3	0.000958	0.060000
7	0.005248	0.062041
2	0.000000	0.008100
3	0.000034	0.008889
3	0.000083	0.007222
4	0.011078	0.196875
3	0.003136	0.157222
9	0.001163	0.048632
6	0.000001	0.004167
3	0.000397	0.068889
9	0.000867	0.004691
6	0.000255	0.026389
3	0.000114	0.002222
2	0.000004	0.000100
30	0.002030	0.035138
45	0.000712	0.004029
2	0.000000	0.002500
2	0.001032	0.060025
2	0.000017	0.000000
3	0.000000	0.000356
7	0.000137	0.008571
3	0.001582	0.006667
5	0.008282	0.075616
3	0.000323	0.008889
4	0.003856	0.045000
4	0.005349	0.095000
5	0.000716	0.001600
4	0.000008	0.005325
3	0.000021	0.008889
3	0.000412	0.015556
4	0.000169	0.007500
2	0.000000	0.022500
3	0.001157	0.017489
2	0.000002	0.002500
3	0.000060	0.015556
4	0.003875	0.026669
3	0.001428	0.055556
2	0.000000	0.010000
2	0.007185	0.022500
4	0.000651	0.046875
4	0.000000	0.019219
3	0.000013	0.028022
3	0.000325	0.008889
3	0.000000	0.008422
2	0.000049	0.007225
6	0.003200	0.002500
3	0.000094	0.002222
2	0.000000	0.000100
2	0.000000	0.002500
31	0.000104	0.042985
57	0.000717	0.008965
22	0.000160	0.027636
2	0.004589	0.010000
3	0.000000	0.028889
26	0.002308	0.046933
2	0.000012	0.062500
5	0.000730	0.009600
2	0.000128	0.011025
6	0.001379	0.019189
14	0.000215	0.023124
2	0.000000	0.000000
5	0.000224	0.022400
2	0.000000	0.010000
2	0.000000	0.000000
4	0.000880	0.036875
33	0.001280	0.038026
56	0.001049	0.048655
315	0.000332	0.001573
13	0.000080	0.038698
32	0.000754	0.025211
34	0.001764	0.022765
18	0.000576	0.021214
55	0.001904	0.057402
14	0.000552	0.002398
43	0.000210	0.003319
10	0.000468	0.043849
20	0.001154	0.016965
51	0.000533	0.042457
16	0.003335	0.050553
2	0.000624	0.062500
6	0.000217	0.014722
5	0.006663	0.035296
11	0.000290	0.002388
11	0.004490	0.086769
2	0.000155	0.122500
11	0.000444	0.001488
8	0.000126	0.002894
6	0.000524	0.015833
3	0.000051	0.000000
2	0.000000	0.062500
