0.1009537154 23.8980976870 25.9046118906 0.1000545943 0.1000071550 0.1000096557 0.1000093040 0.1000771613 0.1000096271 18.5718612080 0.1000136013 2.6831390624 0.1231939449 7.7131609755 18.8838811513 43.8460642463 4.8810987342 1.7094317379 0.1000084391 38.8843161088
0.1000083217 16.8070868559 9.5220951517 6.0558553809 0.1000122459 0.1000132182 0.1000120847 0.1000128895 0.1000089313 5.2883609457 0.1000120253 0.5580770391 4.6443257652 5.1366513975 7.4982896992 25.5043933102 0.1002965111 0.1000120691 0.1000109634 32.9844651944
0.1000082264 23.2927011518 16.5957927130 0.6496564707 0.1000189423 0.1000112855 0.1000100563 0.1000110901 0.1000089834 26.4270941198 0.1000108647 1.3640622002 0.1001772492 10.8323021541 14.4688327473 10.9738779124 0.1000087165 0.1000088339 0.1000098641 43.2953964184
1.2247016989 39.4701917784 11.9841616457 1.1432154867 0.1000032163 0.1000000124 0.1000000665 0.1000031378 1.1298508721 13.5891138485 0.1000039597 0.1000102527 0.1000084522 0.2401636797 8.6055289895 15.8662441750 0.1000054348 1.2996939819 0.1000005880 46.5470987234
0.1000044899 5.8335156457 3.7295166517 0.1000108998 0.1000002923 0.1000000035 0.1000002026 1.2349780325 0.1000002209 4.1767203045 0.1000000034 0.1000013518 0.1000116946 0.1012379407 47.0029090844 1.9856967684 0.1000292733 0.1000009189 0.1000000031 5.7353662179
0.1000082371 28.4652056307 14.3556492206 5.9772425568 0.1000081883 0.1000135012 0.1000229798 0.1000128440 1.9059599191 17.5622497730 0.1000110648 0.1000088523 1.7711435667 0.2345129806 51.1852087383 14.6422024056 2.1837724910 0.1000125213 0.1000100452 39.8167444838
0.1000021040 25.2907842478 15.8605043595 0.1000137799 7.0816169770 0.1000026965 0.1000025178 1.3094677585 0.1000414500 15.8591505060 0.1000025933 2.8204143427 0.2715870053 2.2794084108 62.2061863761 4.4807815322 0.1000027647 0.1000067420 0.1000032387 22.6400205973
0.1000051511 0.5412544925 22.6399804322 0.1000045800 0.1000056885 0.1000060557 0.1000053674 3.8042408337 0.1000043306 4.6809018344 0.1000108677 0.1000148076 0.1000250597 0.1000295772 37.6810572300 2.7876213244 0.1000367901 0.1000053076 0.1000076705 6.5647825993
2.6439344892 16.6902786722 15.1894637011 3.8379984039 0.1000328977 0.1000116150 0.1000102938 0.1000082745 0.1000092177 16.5413144655 0.1000113447 0.1000082070 4.6247198529 0.1029977417 24.8459449126 6.3089599990 0.1000151026 0.1000123845 0.1000101549 24.2142582693
0.1000156801 19.9178221513 36.7408279275 1.1877307202 0.1000142425 0.1000086755 1.3238001649 3.1382350765 3.0218570514 12.1269999535 0.1000100429 0.1000115771 1.1238873639 2.4884553272 30.7281540099 21.5807588875 0.1000094066 0.1000067958 0.1000075880 42.8213873577
1.2536055537 15.6247221332 22.0935837758 0.1000095877 0.1000119186 0.1000072397 0.1000090258 4.0325731476 1.3627359431 20.5184267095 0.1000069707 0.1001580064 2.0436592791 10.3956873556 13.9715265273 5.5706877639 1.9464197234 1.4298671001 0.1000063356 16.0562959032
1.3603815919 20.5175348440 13.0158320416 1.7610769871 0.1577441461 0.1000133909 6.6873938610 4.2150045618 0.1000106908 9.7797609729 0.1000128902 0.1000097174 2.2929894866 10.8720659355 18.2314374645 18.8354759390 0.1000106775 2.0556703578 0.1000117012 44.6175627424
0.1000076626 23.8031837279 26.6438486605 1.4006559603 0.1000100451 0.1000313743 0.1000089376 1.3779108172 0.1000108284 13.7414824551 0.1000093255 0.1000072565 1.8095020827 9.7991636757 7.3682921779 27.3428323592 0.1000143961 0.1001669007 0.1000113276 41.7128500291
0.1000151368 23.4034120132 18.5281467726 0.1000155178 0.1000126430 0.1000182480 0.1000161545 0.1000335985 0.1000132815 23.5389263675 0.1000175519 0.1000122738 4.6636814264 1.4200993606 12.4012272741 13.9620262799 0.1000197379 0.1000160454 0.1000159361 45.8822743807
1.1448963525 19.4153166777 10.3175614969 0.1000061329 0.1000018201 0.1000023403 0.1000082059 1.1570045449 0.1000653274 13.8737972065 0.1000022508 0.1000025186 2.8495011305 0.1000370510 16.8425590083 16.9954900361 0.1000018277 1.1427121717 0.1000020481 35.2610318521
3.4996897922 15.3254652070 16.3635684345 2.3439522800 1.4478536586 0.1000050799 0.1000042954 0.4382613844 0.1000033674 11.9603779818 0.1000045525 0.1000053406 2.3459200949 2.9832826006 7.9971814309 10.4207831851 0.1000142477 0.1000046249 0.1000041315 22.0736183101
4.5931303413 15.2665894937 3.8488722859 0.1000197645 0.1000055249 0.1000064625 0.1000066570 0.1000085049 0.1000266034 2.4168953169 0.1000062225 0.1000055420 9.2494508736 0.1000265298 9.3725348036 26.9566363859 1.4538541972 2.5195308775 0.1042700456 21.3181235675
0.1004897773 14.3179550654 8.2288847172 0.1001590308 1.4839504457 0.1000169238 0.1000149942 0.3047918471 0.1000143770 10.6144258176 0.1000162925 0.8036410165 3.6380078297 10.9003800180 23.8829001899 21.2163956880 1.8409642484 0.1000214910 0.1000147915 23.9669554384
0.1000067638 12.0134116763 7.5083760495 0.1000184066 0.1000042195 0.1000060621 0.1000053731 5.5727650080 0.1000305808 21.0013620962 0.1000058369 0.1000051853 1.5707387005 3.8358808838 19.8237291360 23.0566762671 0.1000099419 0.1000047509 0.1000053006 27.5169577609
0.1000086260 30.2824270502 0.9563025707 2.3367013044 0.1000090492 0.1000118440 0.1000103141 0.1000140388 1.6656980364 16.6019559343 0.1000112050 0.1000127195 4.6595895142 1.1615845193 13.0288901516 19.0681805667 0.1000097181 2.5306218877 0.1000101748 31.8079507749
