0.1000271712 1.8862068593 22.0280970320 11.3599503956 0.1000202529 28.5600924938 0.1000195659 53.0673168993 0.4961579017 0.1000463007 2.8670159071 0.1000192816 0.1000263109 0.1000153662 22.7862658529 20.1439865044 9.6995606616 5.3326700584 0.1443394582 8.9281657264
0.1000288492 5.0145942416 0.1000355614 1.8900824811 0.1000251611 3.7480270468 0.1000269249 53.5547321592 0.1000244177 1.3324240959 0.3952029597 0.1000268175 22.7265109110 0.1000240217 0.1000225137 5.0543980224 20.1835780555 0.1001844597 0.1000300551 0.1000212448
0.1000201369 0.7329323803 0.1000260145 0.1000215867 0.1000242163 0.1000242167 0.1000282023 71.1653290329 18.1563756323 1.4256552951 0.1000232000 0.1047500209 0.1000240575 11.1534586222 9.7765217364 0.1000253275 8.5557728686 0.1000269322 4.7434730271 22.1854874936
0.1000251635 5.5966629584 11.2571637901 3.4341285429 1.5449265632 14.9299770582 0.1000381372 77.3302958172 0.1000215368 5.2279741546 0.1000583412 0.1000187230 0.1000257853 3.1103995678 5.5952533483 0.1000223368 5.2256069542 0.1000250786 0.1000312464 7.8473448964
0.1000238021 0.1000317873 0.1000304295 0.1000260331 0.1000260904 0.1000204616 0.1000263846 8.1049910164 4.0214276527 0.1000216641 0.1000167982 0.1000176684 0.1000243894 0.1000242534 57.1731653637 0.1000195584 0.1000190552 0.1000224969 0.1000480001 0.1000170946
0.1000223035 18.0352080993 0.1000233172 3.2878773134 0.1000211551 0.1000370323 0.1000316185 37.7463671407 4.7024041272 10.8474728757 0.1000372344 0.1000266766 6.0636783196 0.1000223767 69.2187204756 0.1000717589 4.9096819278 0.1000257334 11.1141818223 12.0740886918
0.1000214824 12.3495738525 0.7502481100 0.1005227492 0.1000432078 10.0059803765 16.8376497641 14.8544588944 0.1000247266 0.1000281969 0.1000203424 4.4169944510 0.1000258966 0.1000210313 83.4949436722 0.1000214977 3.9568396914 2.7447450331 6.9063033546 3.7815336693
0.1000296298 0.1000224275 5.6774130433 0.1000188866 0.1000376964 0.1000199067 0.1000173808 16.2246406350 0.1000290132 0.1000215148 0.1000395058 0.1000292682 0.1000249269 0.1000323137 54.3903023655 0.1000350441 0.1000198867 0.1000247626 2.1072046561 0.1000371364
0.1000255511 7.4649970745 0.1078106279 3.7894521405 0.1000276495 0.1000210307 3.6786306002 18.2339522028 5.9689019516 3.8013830817 0.1000219207 0.1000186525 0.1000368408 0.1000238507 39.6559711483 0.9055511068 10.4813317673 0.1004190801 5.5771484505 15.5342752717
0.1000245242 0.1571382024 4.5575510803 2.6492515066 0.1000222387 17.1065372386 26.3851073557 29.7178866030 0.1000364424 0.1000217627 0.1000253756 0.1000247137 0.1000208494 0.1000221551 29.0268139806 0.1002111858 52.1025890593 0.1000246439 2.4821781808 11.8145129013
0.1000312141 0.1000261957 14.1731198310 0.1000370361 5.7956348983 7.7691122330 0.1000275313 38.0182532566 13.2281832341 1.4560739025 3.7058797141 0.1000281105 0.1000236011 0.1000261297 13.2677093094 0.1000192857 14.9301350336 0.5382006375 3.2174532232 0.1000256225
0.1000201031 11.6954339479 0.1000227980 22.0109637747 0.1000208591 1.1562708857 6.5048170802 43.9322703782 0.1000698145 5.2412405415 0.1000256181 0.1000244502 17.0288002697 0.1004058635 21.2385430435 2.5009024980 11.2458589994 7.3092660686 0.1000296131 4.3350133928
0.1000367279 0.1000279533 12.2294642874 2.0546091897 0.1000398058 6.0507858533 0.1000334421 35.5731902212 0.1649390718 2.4293448285 0.1000317441 0.1000334378 0.1000294149 39.3173123085 3.8053195082 0.3892251232 2.5029765511 8.3944472360 24.7126847743 17.6754685209
6.8818251584 0.1000247494 6.3774722964 0.1000326096 11.2599129101 7.4219708949 0.1000262466 78.4563909885 2.8062713714 0.1000308012 0.1003315258 0.1000291292 6.7303910648 0.1000241644 2.6302901241 3.6528501042 0.6235800235 0.1000228998 9.1552763584 8.2032465793
